experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
futrell2021_corpus,61443,4.353711023326498,0.0076965310857003335,4.351581048059787,0.007679252032915244,0.00212997526671061,0.0003449771211928449
