experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
kyroelaeinen2022_valence,100080,1.5670467205947156,0.002927331942143656,1.5076899216710615,0.002715473336634832,0.059356798923654044,0.0014096542890980747
