experiment,participant_id,item_index,nll_base,nll_minitaur,delta_log_likelihood
guenther2024substitutions,2,138,2.5654296875,2.6708984375,-0.10546875
guenther2024substitutions,2,139,3.408203125,3.373046875,0.03515625
guenther2024substitutions,2,140,15.625,15.625,0.0
guenther2024substitutions,2,141,4.96484375,4.859375,0.10546875
guenther2024substitutions,2,142,17.046875,17.125,-0.078125
guenther2024substitutions,2,143,13.375,13.28125,0.09375
guenther2024substitutions,2,144,4.39501953125,4.4716796875,-0.07666015625
guenther2024substitutions,2,145,2.5,2.265625,0.234375
guenther2024substitutions,2,146,9.4375,9.5,-0.0625
guenther2024substitutions,2,147,11.171875,10.7890625,0.3828125
guenther2024substitutions,2,148,7.5,7.453125,0.046875
guenther2024substitutions,3,0,6.9375,7.0,-0.0625
guenther2024substitutions,3,1,22.78125,22.8125,-0.03125
guenther2024substitutions,3,2,14.08837890625,14.1630859375,-0.07470703125
guenther2024substitutions,3,3,3.6640625,3.7265625,-0.0625
guenther2024substitutions,3,4,2.9375,2.921875,0.015625
guenther2024substitutions,3,5,8.3826904296875,8.5115966796875,-0.12890625
guenther2024substitutions,3,6,5.75,5.75,0.0
guenther2024substitutions,3,7,3.6875,3.59375,0.09375
guenther2024substitutions,3,8,17.578125,17.5859375,-0.0078125
guenther2024substitutions,3,9,10.1875,10.5,-0.3125
guenther2024substitutions,3,10,14.78125,15.0,-0.21875
guenther2024substitutions,3,11,1.650390625,1.65625,-0.005859375
guenther2024substitutions,3,12,16.5155029296875,16.7030029296875,-0.1875
guenther2024substitutions,3,13,2.578125,2.515625,0.0625
guenther2024substitutions,3,14,1.921875,1.984375,-0.0625
guenther2024substitutions,3,15,2.75,2.625,0.125
guenther2024substitutions,3,16,26.765625,26.859375,-0.09375
guenther2024substitutions,3,17,9.625,9.53125,0.09375
guenther2024substitutions,3,18,3.1533203125,3.23974609375,-0.08642578125
guenther2024substitutions,3,19,13.3125,13.3125,0.0
guenther2024substitutions,3,20,6.34375,6.375,-0.03125
guenther2024substitutions,3,21,1.2158203125,1.10693359375,0.10888671875
guenther2024substitutions,3,22,9.3125,9.375,-0.0625
guenther2024substitutions,3,23,17.4248046875,17.29150390625,0.13330078125
guenther2024substitutions,3,24,3.91015625,3.712890625,0.197265625
guenther2024substitutions,3,25,15.90625,16.25,-0.34375
guenther2024substitutions,3,26,4.275390625,4.265625,0.009765625
guenther2024substitutions,3,27,2.851531982421875,2.914031982421875,-0.0625
guenther2024substitutions,3,28,11.875,11.5625,0.3125
guenther2024substitutions,3,29,1.7578125,1.796875,-0.0390625
guenther2024substitutions,3,30,4.06640625,3.990234375,0.076171875
guenther2024substitutions,3,31,3.568359375,3.5546875,0.013671875
guenther2024substitutions,3,32,12.75,12.9375,-0.1875
guenther2024substitutions,3,33,10.04296875,10.12890625,-0.0859375
