experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
frank2013_reading,74467,8.998350243503939,0.774634492838912,9.000352428501389,0.7747743245844985,-0.0020021849974495103,0.607573205190815
