experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2020TS,75356,0.38750294921719486,0.001603972766717669,0.27403889343271437,0.00203947873189991,0.1134640557844805,0.0013856813297158646
