experiment,n_items,mean_summed_nll_per_item,total_nll
brysbaert2014_Concreteness,116379,1.1596287657284303,134956.43612670898
devardaetal2024_rating,101400,1.2842459584975383,130222.54019165039
kyroelaeinen2022_valence,116460,1.5921973546673582,185427.30392456055
lynott2020lancaster,116709,0.7439724026980299,86828.27514648438
pissani2026_metaphor,40653,1.6437730811470517,66824.3070678711
