experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2022relational,22000,2.809940739024769,0.007400463357069664,2.7339292422207917,0.010552101728509683,0.07601149680397727,0.006582502365856
