experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
balota2007_LDT,112519,0.426973632983912,0.0016121345570804181,0.35265953884342244,0.0019778122125809964,0.0743140941404896,0.001432756190373133
