experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2024comprehension,27522,0.517388797812957,0.007695071923638034,0.42817543616917547,0.006053251989080035,0.08921336164378156,0.004464959773601026
hilton2021_comprehension,2920,0.7427592133822506,0.015245437702273353,0.7046966030173105,0.01477013150542561,0.03806261036494007,0.009328681722257624
