experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
Dymarska2025_associations,1,85,4.209228515625,3.830078125,0.379150390625
Dymarska2025_associations,1,86,6.7734375,6.0390625,0.734375
Dymarska2025_associations,1,87,5.84375,5.375,0.46875
Dymarska2025_associations,1,88,5.0,2.859375,2.140625
Dymarska2025_associations,1,89,6.25,5.375,0.875
Dymarska2025_associations,1,90,5.3330078125,3.69921875,1.6337890625
Dymarska2025_associations,1,91,6.484375,2.960693359375,3.523681640625
Dymarska2025_associations,1,92,7.4765625,5.3592529296875,2.1173095703125
Dymarska2025_associations,1,93,4.4189453125,5.3251953125,-0.90625
Dymarska2025_associations,1,94,7.609375,7.3125,0.296875
Dymarska2025_associations,1,95,9.330078125,10.7734375,-1.443359375
Dymarska2025_associations,1,96,5.9599609375,5.663818359375,0.296142578125
Dymarska2025_associations,1,97,7.28125,3.3203125,3.9609375
Dymarska2025_associations,1,98,6.73046875,5.6717529296875,1.0587158203125
Dymarska2025_associations,1,99,7.34375,7.453125,-0.109375
Dymarska2025_associations,1,100,4.419921875,4.130859375,0.2890625
Dymarska2025_associations,1,101,3.9140625,3.3515625,0.5625
Dymarska2025_associations,1,102,5.9921875,5.578125,0.4140625
Dymarska2025_associations,1,103,9.9375,8.578125,1.359375
Dymarska2025_associations,1,104,5.8125,5.75,0.0625
Dymarska2025_associations,1,105,5.16015625,5.640625,-0.48046875
Dymarska2025_associations,1,106,7.6015625,5.8203125,1.78125
Dymarska2025_associations,1,107,5.65625,5.75,-0.09375
Dymarska2025_associations,1,108,9.7421875,10.59375,-0.8515625
Dymarska2025_associations,1,109,10.1875,9.625,0.5625
Dymarska2025_associations,1,110,4.742156982421875,4.453125,0.289031982421875
Dymarska2025_associations,1,111,4.207275390625,3.583740234375,0.62353515625
Dymarska2025_associations,1,112,8.6953125,9.359375,-0.6640625
Dymarska2025_associations,1,113,5.6875,5.87890625,-0.19140625
Dymarska2025_associations,1,114,4.6328125,3.939453125,0.693359375
Dymarska2025_associations,1,115,5.108642578125,4.5194091796875,0.5892333984375
Dymarska2025_associations,1,116,9.75,10.296875,-0.546875
Dymarska2025_associations,1,117,8.4169921875,8.5,-0.0830078125
