experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
lynott2020lancaster,100485,0.7727259340052309,0.003622730330972154,0.7298273700312274,0.003576340578763217,0.04289856397400343,0.0010981662829497693
