experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
tsaregorodtseva2026_mousetracking,55760,0.42941208651965457,0.0018994133709893484,0.31793440075823703,0.002242020404454702,0.11147768576141752,0.0016845134521720061
