experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2023ViSpa,66110,1.5232571803969888,0.0031263782894161056,1.3987967686616352,0.0029533548208593124,0.12446041173535348,0.002102348005185272
