experiment,n_items,mean_summed_nll_per_item,total_nll
balota2007_LDT,106279,0.4326903192511904,45985.894439697266
guenther2020LDT,75870,0.34661234972174343,26297.478973388672
hutchison2013_semantic,106264,2.199336386441305,233710.28176879883
keuleers2011_britishlexiconproject,106088,0.043959615385358884,4663.587677001953
marson2026_eplep,100014,0.28465977318107105,28469.96255493164
