experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2024comprehension,27522,0.5256193959516335,0.007786235044128585,0.42817543616917547,0.006053251989080035,0.09744395978245812,0.004616217125954946
hilton2021_comprehension,2920,0.7553418616725974,0.015298000435600789,0.7046966030173105,0.01477013150542561,0.050645258655286816,0.00960932003677609
