experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
frank2013_reading,246127,4.525274786484404,0.004214718325442505,4.582961672776648,0.004008279267350619,-0.05768688629224413,0.00112563091208499
futrell2021_corpus,162336,4.345884933336326,0.004680567224483535,4.363437948108495,0.004569547261774258,-0.01755301477216814,0.0011572775494016244
