experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
brysbaert2014_Concreteness,179357,1.2670640990471125,0.0019407808990506725,1.2615989828367358,0.0019419106984077746,0.005465116210376686,0.0015349527913803983
devardaetal2024_rating,101400,1.3505369706313757,0.002637683151776267,1.3473131273860293,0.002618570906985197,0.0032238432453464004,0.00016454692495671022
kyroelaeinen2022_valence,116460,1.581325100599522,0.002731605339352355,1.5714249901932866,0.0026988775414798216,0.009900110406235242,0.00022089885394651184
lynott2020lancaster,116709,0.7691155939390051,0.0033559800498629737,0.7663580902290231,0.003351250072892757,0.0027575037099819314,0.0001330208421208961
pissani2026_metaphor,40653,1.6421579443490295,0.0038469895215291604,1.6415965674451494,0.0038335907652733356,0.0005613769038800949,0.0002881206038529439
