experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2024comprehension,27522,0.5256193959516335,0.007786235044128585,0.517388797812957,0.007695071923638034,0.008230598138676559,0.0003954140023938595
hilton2021_comprehension,2920,0.7553418616725974,0.015298000435600789,0.7427592133822506,0.015245437702273353,0.012582648290346747,0.0016972828654407575
