experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
pexman2016_calgary,310354,0.39683621999856794,0.0009332340357571569,0.33579072340341215,0.0009194360498119965,0.061045496595155756,0.000564733567513145
tsaregorodtseva2026_mousetracking,55760,0.4152458114295642,0.0019259474889695898,0.3623564491655084,0.0021637276322261636,0.05288936226405577,0.0015898205724117975
