experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
frank2013_reading,172184,5.11520926105939,0.0039809607064946505,5.1159259271694815,0.003961788357064393,-0.00071666611009153,0.00023962500038206069
frank2013_reading_eyetracking,37903,4.279951455029945,0.005500041559070974,4.278550881526528,0.005509338242172417,0.0014005735034166161,0.00031971221583577334
futrell2021_corpus,185877,4.2659159397612925,0.004417117722945995,4.2637368116029535,0.00440897568451444,0.0021791281583385786,0.0001951217384997517
