experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
balota2007_LDT,112519,0.4316748537026594,0.0015989125983296854,0.426973632983912,0.0016121345570804181,0.004701220718747362,0.000783296613784865
