experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
lynott2020lancaster,100485,0.7727259340052309,0.003622730330972154,0.7312965421538545,0.0036209541604225273,0.04142939185137629,0.0011152014796945052
