experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2024substitutions,45198,6.796148906076285,0.051649123572472505,6.301172856467135,0.06681909030778259,0.4949760496091503,0.01830137887797092
