experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
kyroelaeinen2022_valence,100080,1.5670467205947156,0.002927331942143656,1.5166639052039619,0.002607912900035489,0.0503828153907538,0.00142136404800736
