experiment,n_items,mean_summed_nll_per_item,total_nll
balota2007_LDT,106279,0.36257849201839176,38534.479553222656
guenther2020LDT,75870,0.27183795857055554,20624.345916748047
hutchison2013_semantic,106233,0.18720287697777968,19887.12322998047
keuleers2011_britishlexiconproject,106088,0.020280571780712856,2151.5252990722656
marson2026_eplep,100014,0.24710402238022613,24713.861694335938
