experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
pissani2026_metaphor,40653,1.6415965674451494,0.0038335907652733356,1.6082954360758854,0.00379294859499602,0.03330113136926395,0.0020297280970910637
