experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_minitaur,sem_nll_minitaur,mean_delta_log_likelihood,sem_delta_log_likelihood
devardaetal2024_rating,100106,1.349808554433765,0.002657033475544001,1.346574977630645,0.002638058945520162,0.0032335768031199427,0.00016550816864085364
