experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
kyroelaeinen2022_valence,100080,1.5770061877134034,0.0029623351190490393,1.5166639052039619,0.002607912900035489,0.060342282509441666,0.0014972409128195133
