experiment,n_responses,mean_nll_minitaur,sem_nll_minitaur,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
guenther2023ViSpa,66110,1.5232571803969888,0.0031263782894161056,1.4249768521561779,0.0030246058243126595,0.09828032824081077,0.0020210816152292565
