experiment,n_responses,mean_nll_base,sem_nll_base,mean_nll_ours,sem_nll_ours,mean_delta_log_likelihood,sem_delta_log_likelihood
pexman2016_calgary,310354,0.40564268688122573,0.0009122354993895156,0.33579072340341215,0.0009194360498119965,0.0698519634778136,0.0005849267634873638
tsaregorodtseva2026_mousetracking,55760,0.42941208651965457,0.0018994133709893484,0.3623564491655084,0.0021637276322261636,0.06705563735414612,0.0016274508658572532
